,category,character name
229,Time_of_Contempt_characters,Pelligram
230,Time_of_Contempt_characters,Philippa_Eilhart
231,Time_of_Contempt_characters,Podveyka
232,Time_of_Contempt_characters,Radcliffe
233,Time_of_Contempt_characters,Radovid_I
234,Time_of_Contempt_characters,Radovid_III
235,Time_of_Contempt_characters,Rayla
236,Time_of_Contempt_characters,Regan_Dahlberg
237,Time_of_Contempt_characters,Reginald
238,Time_of_Contempt_characters,Rience
239,Time_of_Contempt_characters,Rizzi_Michelet
240,Time_of_Contempt_characters,Roach
241,Time_of_Contempt_characters,Sambuk
242,Time_of_Contempt_characters,Schrader
243,Time_of_Contempt_characters,Shani
244,Time_of_Contempt_characters,Sheldon_Skaggs
245,Time_of_Contempt_characters,Sigismund_Dijkstra
246,Time_of_Contempt_characters,Stran
247,Time_of_Contempt_characters,Tissaia_de_Vries
248,Time_of_Contempt_characters,Toublanc_Michelet
249,Time_of_Contempt_characters,Triss_Merigold
250,Time_of_Contempt_characters,Unist
251,Time_of_Contempt_characters,Vanielle
252,Time_of_Contempt_characters,Venzlav
253,Time_of_Contempt_characters,Vera_Loewenhaupt
254,Time_of_Contempt_characters,Vesemir
255,Time_of_Contempt_characters,Vilfrid_Wenck
256,Time_of_Contempt_characters,Vilgefortz
257,Time_of_Contempt_characters,Villem
258,Time_of_Contempt_characters,Virfuril
259,Time_of_Contempt_characters,Vissegerd
260,Time_of_Contempt_characters,Vitek
261,Time_of_Contempt_characters,Vizimir_II
262,Time_of_Contempt_characters,Windhalm_of_Attre
263,Time_of_Contempt_characters,Wolfgang_Amadeus_Goatbeard
264,Time_of_Contempt_characters,Xavier_Moran
265,Time_of_Contempt_characters,Yannick_Brass
266,Time_of_Contempt_characters,Yarpen_Zigrin
267,Time_of_Contempt_characters,Yennefer_of_Vengerberg
268,Time_of_Contempt_characters,Yo%C3%ABl_Grethen
269,Time_of_Contempt_characters,Zyvik
270,Time_of_Contempt_characters,Abner_de_Navarette
271,Time_of_Contempt_characters,Adda_the_White
272,Time_of_Contempt_characters,Addarion_Bach
273,Time_of_Contempt_characters,Aguara
274,Time_of_Contempt_characters,Aileach_Mor-Dhu
275,Time_of_Contempt_characters,Albert_Smulka
276,Time_of_Contempt_characters,Algernon_Guincamp
277,Time_of_Contempt_characters,Alzur
278,Time_of_Contempt_characters,Antea_Derris
279,Time_of_Contempt_characters,Axel_Esparza
280,Time_of_Contempt_characters,Bang
281,Time_of_Contempt_characters,Belohun
282,Time_of_Contempt_characters,Bernie_Hofmeier
283,Time_of_Contempt_characters,Biruta_Icarti
284,Time_of_Contempt_characters,Brehen
285,Time_of_Contempt_characters,Briana_de_Sepulveda
286,Time_of_Contempt_characters,Bue
287,Time_of_Contempt_characters,Ciri
288,Time_of_Contempt_characters,Codringher
289,Time_of_Contempt_characters,Colonel_de_Santis
290,Time_of_Contempt_characters,Coppenrath
291,Time_of_Contempt_characters,Cosimo_Malaspina
292,Time_of_Contempt_characters,Dandelion
293,Time_of_Contempt_characters,Drofuss
294,Time_of_Contempt_characters,Edwina
295,Time_of_Contempt_characters,Effenberg
296,Time_of_Contempt_characters,Egmund
297,Time_of_Contempt_characters,Elmer
298,Time_of_Contempt_characters,Escayrac
299,Time_of_Contempt_characters,Febus_Ravenga
300,Time_of_Contempt_characters,Ferrant_de_Lettenhove
301,Time_of_Contempt_characters,Floquet
302,Time_of_Contempt_characters,Frans_Torquil
303,Time_of_Contempt_characters,Geoffrey_Monck
304,Time_of_Contempt_characters,Geralt_of_Rivia
305,Time_of_Contempt_characters,Gonschorek
306,Time_of_Contempt_characters,Harlan_Tzara
307,Time_of_Contempt_characters,Horvath
308,Time_of_Contempt_characters,Idarran_of_Ulivo
309,Time_of_Contempt_characters,Ildiko_Breckl
310,Time_of_Contempt_characters,Jacob_de_Sepulveda
311,Time_of_Contempt_characters,Jacob_Fenn
312,Time_of_Contempt_characters,Jan_Bekker
313,Time_of_Contempt_characters,Javil_Fysh
314,Time_of_Contempt_characters,Jerosa_Fuerte
315,Time_of_Contempt_characters,Jonas
316,Time_of_Contempt_characters,Kevenard_van_Vliet
317,Time_of_Contempt_characters,Lebioda
318,Time_of_Contempt_characters,Ligenza
319,Time_of_Contempt_characters,Lindenbrog
320,Time_of_Contempt_characters,Lytta_Neyd
321,Time_of_Contempt_characters,Marti_S%C3%B6dergren
322,Time_of_Contempt_characters,Maximilian_Borsodi
323,Time_of_Contempt_characters,Maximilian_Borsodi%27s_brother
324,Time_of_Contempt_characters,Messer_Luppi
325,Time_of_Contempt_characters,Mikita
326,Time_of_Contempt_characters,Molnar_Giancardi
327,Time_of_Contempt_characters,Moza%C3%AFk
328,Time_of_Contempt_characters,Myles_Trethevey
329,Time_of_Contempt_characters,Narses_de_la_Roche
330,Time_of_Contempt_characters,Nikefor_Muus
331,Time_of_Contempt_characters,Nimue_verch_Wledyr_ap_Gwyn
332,Time_of_Contempt_characters,Nino_Cianfanelli
333,Time_of_Contempt_characters,Ohnesorg
334,Time_of_Contempt_characters,Ortolan
335,Time_of_Contempt_characters,Osmyk
336,Time_of_Contempt_characters,Otto_Dussart
337,Time_of_Contempt_characters,Pandolfo_Forteguerra
338,Time_of_Contempt_characters,Parlaghy
339,Time_of_Contempt_characters,Pastor
340,Time_of_Contempt_characters,Pelligram
341,Time_of_Contempt_characters,Petru_Cobbin
342,Time_of_Contempt_characters,Prochaska
343,Time_of_Contempt_characters,Prospero_Basti
344,Time_of_Contempt_characters,Pudlorak
345,Time_of_Contempt_characters,Pyral_Pratt
346,Time_of_Contempt_characters,Rhyd
347,Time_of_Contempt_characters,Richter
348,Time_of_Contempt_characters,Roach
349,Time_of_Contempt_characters,Ropp
350,Time_of_Contempt_characters,Sabrina_Glevissig
351,Time_of_Contempt_characters,Samsa
352,Time_of_Contempt_characters,Shevlov
353,Time_of_Contempt_characters,Sorel_Degerlund
354,Time_of_Contempt_characters,Stucco_Zangenis
355,Time_of_Contempt_characters,Talbot
356,Time_of_Contempt_characters,Tarp
357,Time_of_Contempt_characters,Tarvix_Sandoval
358,Time_of_Contempt_characters,Tiziana_Frevi
359,Time_of_Contempt_characters,Tonton_Zroga
360,Time_of_Contempt_characters,Trent
361,Time_of_Contempt_characters,Tukaj
362,Time_of_Contempt_characters,Tverdoruk
363,Time_of_Contempt_characters,Vesemir
364,Time_of_Contempt_characters,Videmont
365,Time_of_Contempt_characters,Vimme_Vivaldi
366,Time_of_Contempt_characters,Violetta
367,Time_of_Contempt_characters,Viraxas
368,Time_of_Contempt_characters,Vizimir_II
369,Time_of_Contempt_characters,Vorsterkranz
370,Time_of_Contempt_characters,Vysogota_of_Corvo
371,Time_of_Contempt_characters,Wledyr
372,Time_of_Contempt_characters,Xander
373,Time_of_Contempt_characters,Xymena_de_Sepulveda
374,Time_of_Contempt_characters,Yan_Malkin
375,Time_of_Contempt_characters,Yennefer_of_Vengerberg
376,Time_of_Contempt_characters,Adda_the_White
377,Time_of_Contempt_characters,Agloval
378,Time_of_Contempt_characters,Alzur
379,Time_of_Contempt_characters,Annika
380,Time_of_Contempt_characters,Braenn
381,Time_of_Contempt_characters,Brennan
382,Time_of_Contempt_characters,Caldemeyn
383,Time_of_Contempt_characters,Chireadan
384,Time_of_Contempt_characters,Ciri
385,Time_of_Contempt_characters,Cirilla_(dryad)
386,Time_of_Contempt_characters,Crach_an_Craite
387,Time_of_Contempt_characters,Czop
388,Time_of_Contempt_characters,Dainty_Biberveldt
389,Time_of_Contempt_characters,Dandelion
390,Time_of_Contempt_characters,Devereux
391,Time_of_Contempt_characters,Dorregaray
392,Time_of_Contempt_characters,Dudu
393,Time_of_Contempt_characters,Eithn%C3%A9_(Braenn%27s_daughter)
394,Time_of_Contempt_characters,Eskel
395,Time_of_Contempt_characters,Ethain
396,Time_of_Contempt_characters,Eurneid
397,Time_of_Contempt_characters,Fregenal
398,Time_of_Contempt_characters,Freixenet
399,Time_of_Contempt_characters,Freya_(Skelliger)
400,Time_of_Contempt_characters,Galahad
401,Time_of_Contempt_characters,Gardenia_Biberveldt
402,Time_of_Contempt_characters,Geralt_of_Rivia
403,Time_of_Contempt_characters,Grozim
404,Time_of_Contempt_characters,Herwig
405,Time_of_Contempt_characters,Hotspurn
406,Time_of_Contempt_characters,Iola_the_Second
407,Time_of_Contempt_characters,Jarre
408,Time_of_Contempt_characters,Kashka
409,Time_of_Contempt_characters,Kehl
410,Time_of_Contempt_characters,Kelpie_(horse)
411,Time_of_Contempt_characters,Korin
412,Time_of_Contempt_characters,Koshchey%27s_Men
413,Time_of_Contempt_characters,Leo_Bonhart
414,Time_of_Contempt_characters,Lily_Biberveldt
415,Time_of_Contempt_characters,Loki_an_Craite
416,Time_of_Contempt_characters,Manissa
417,Time_of_Contempt_characters,Matholm
418,Time_of_Contempt_characters,Merle
419,Time_of_Contempt_characters,Mikula_(blacksmith)
420,Time_of_Contempt_characters,Mistle
421,Time_of_Contempt_characters,Mona_(dryad)
422,Time_of_Contempt_characters,Morenn_(Braenn%27s_daughter)
423,Time_of_Contempt_characters,Mousesack
424,Time_of_Contempt_characters,Nenneke
425,Time_of_Contempt_characters,Percival_Schuttenbach
426,Time_of_Contempt_characters,Radcliffe
427,Time_of_Contempt_characters,Radim
428,Time_of_Contempt_characters,Ragnar_an_Craite
429,Time_of_Contempt_characters,Sandy_Frogmorton
430,Time_of_Contempt_characters,Sh%27eenaz
431,Time_of_Contempt_characters,Sigismund_Dijkstra
432,Time_of_Contempt_characters,"Something_Ends,_Something_Begins_minor_characters"
433,Time_of_Contempt_characters,Sulivoy
434,Time_of_Contempt_characters,Topin
435,Time_of_Contempt_characters,Triss_Merigold
436,Time_of_Contempt_characters,Venzlav
437,Time_of_Contempt_characters,Vesemir
438,Time_of_Contempt_characters,Villentretenmerth
439,Time_of_Contempt_characters,Visenna
440,Time_of_Contempt_characters,Vissing
441,Time_of_Contempt_characters,White_Lady
442,Time_of_Contempt_characters,Willem
443,Time_of_Contempt_characters,Yarpen_Zigrin
444,Time_of_Contempt_characters,Yennefer_of_Vengerberg
445,Time_of_Contempt_characters,Yves
446,Time_of_Contempt_characters,Agloval
447,Time_of_Contempt_characters,Akeretta
448,Time_of_Contempt_characters,Alvina
449,Time_of_Contempt_characters,Arno_Hardbottom
450,Time_of_Contempt_characters,Artaud_Terranova
451,Time_of_Contempt_characters,Atlan_Kerk
452,Time_of_Contempt_characters,Axel_Esparza
453,Time_of_Contempt_characters,Beady-eyes
454,Time_of_Contempt_characters,Begonia_Biberveldt
455,Time_of_Contempt_characters,Boholt
456,Time_of_Contempt_characters,Braenn
457,Time_of_Contempt_characters,Brick
458,Time_of_Contempt_characters,Budibog
459,Time_of_Contempt_characters,Calanthe
460,Time_of_Contempt_characters,Chappelle
461,Time_of_Contempt_characters,Ciri
462,Time_of_Contempt_characters,Crinfrid_Reavers
463,Time_of_Contempt_characters,Cynthia_(ballad_subject)
464,Time_of_Contempt_characters,Dagobert
465,Time_of_Contempt_characters,Dainty_Biberveldt
466,Time_of_Contempt_characters,Dalia
467,Time_of_Contempt_characters,Dandelion
468,Time_of_Contempt_characters,Detchka
469,Time_of_Contempt_characters,Dezmod
470,Time_of_Contempt_characters,Dorregaray
471,Time_of_Contempt_characters,Drunken_ferryman
472,Time_of_Contempt_characters,Dudu
473,Time_of_Contempt_characters,Dunca
474,Time_of_Contempt_characters,Ebbing_quadruplets
475,Time_of_Contempt_characters,Eist_Tuirseach
476,Time_of_Contempt_characters,Eithn%C3%A9
477,Time_of_Contempt_characters,Ekkehard_of_Sodden
478,Time_of_Contempt_characters,Eliza
479,Time_of_Contempt_characters,Emhyr_var_Emreis
480,Time_of_Contempt_characters,Ervyll
481,Time_of_Contempt_characters,Essi_Daven
482,Time_of_Contempt_characters,Ethain
483,Time_of_Contempt_characters,Eyck_of_Denesle
484,Time_of_Contempt_characters,Fercart
485,Time_of_Contempt_characters,Freixenet
486,Time_of_Contempt_characters,Gar
487,Time_of_Contempt_characters,Gardenia_Biberveldt
488,Time_of_Contempt_characters,Gaspard_Drouhard
489,Time_of_Contempt_characters,Geralt_of_Rivia
490,Time_of_Contempt_characters,Goldencheeks
491,Time_of_Contempt_characters,Gorazd
492,Time_of_Contempt_characters,Gritzi
493,Time_of_Contempt_characters,Gyllenstiern
494,Time_of_Contempt_characters,Herbolth
495,Time_of_Contempt_characters,Istredd
496,Time_of_Contempt_characters,Ivo_Mirce
497,Time_of_Contempt_characters,Joachim_Schwann
498,Time_of_Contempt_characters,Juan_Pablo_Vassermiller
499,Time_of_Contempt_characters,Junghans
500,Time_of_Contempt_characters,Kennet
501,Time_of_Contempt_characters,Kistrin
502,Time_of_Contempt_characters,Kreve
503,Time_of_Contempt_characters,Lawdbor
504,Time_of_Contempt_characters,Levecque
505,Time_of_Contempt_characters,Lucas_Corto
506,Time_of_Contempt_characters,Lytta_Neyd
507,Time_of_Contempt_characters,Marck
508,Time_of_Contempt_characters,Mestvin
509,Time_of_Contempt_characters,Mitzi
510,Time_of_Contempt_characters,Mor%C3%A9nn
511,Time_of_Contempt_characters,Mousesack
512,Time_of_Contempt_characters,Muskrat
513,Time_of_Contempt_characters,Myrgtabrakke
514,Time_of_Contempt_characters,Nadbor
515,Time_of_Contempt_characters,Nelumbo
516,Time_of_Contempt_characters,Niedamir
517,Time_of_Contempt_characters,Paulie_Dahlberg
518,Time_of_Contempt_characters,Pavetta
519,Time_of_Contempt_characters,Podveyka
520,Time_of_Contempt_characters,Pokvit
521,Time_of_Contempt_characters,Putzi
522,Time_of_Contempt_characters,Radcliffe
523,Time_of_Contempt_characters,Regan_Dahlberg
524,Time_of_Contempt_characters,Rhundurin
525,Time_of_Contempt_characters,Rhyd
526,Time_of_Contempt_characters,Roach
527,Time_of_Contempt_characters,Roedskilde
528,Time_of_Contempt_characters,Sabrina_Glevissig
529,Time_of_Contempt_characters,Sambuk
530,Time_of_Contempt_characters,Sh%27eenaz
531,Time_of_Contempt_characters,Sheepbagger
532,Time_of_Contempt_characters,Sirssa
533,Time_of_Contempt_characters,Sorrel
534,Time_of_Contempt_characters,Stefan_Skellen
535,Time_of_Contempt_characters,Sulik
536,Time_of_Contempt_characters,Sulimir
537,Time_of_Contempt_characters,Sword_of_Destiny_minor_characters
538,Time_of_Contempt_characters,Teleri_Drouhard
539,Time_of_Contempt_characters,Ther_Lukokian
540,Time_of_Contempt_characters,Triss_Merigold
541,Time_of_Contempt_characters,T%C3%A9a
542,Time_of_Contempt_characters,Vanda
543,Time_of_Contempt_characters,Vanielle
544,Time_of_Contempt_characters,Vell
545,Time_of_Contempt_characters,Venzlav
546,Time_of_Contempt_characters,Vertvern
547,Time_of_Contempt_characters,Vesemir
548,Time_of_Contempt_characters,Vespula
549,Time_of_Contempt_characters,Veverka
550,Time_of_Contempt_characters,Villentretenmerth
551,Time_of_Contempt_characters,Vimme_Vivaldi
552,Time_of_Contempt_characters,Viraxas
553,Time_of_Contempt_characters,Visenna
554,Time_of_Contempt_characters,Voymir_(knight)
555,Time_of_Contempt_characters,V%C3%A9a
556,Time_of_Contempt_characters,Xavier_Moran
557,Time_of_Contempt_characters,Yannick_Brass
558,Time_of_Contempt_characters,Yarpen_Zigrin
559,Time_of_Contempt_characters,Yennefer_of_Vengerberg
560,Time_of_Contempt_characters,Yo%C3%ABl_Grethen
561,Time_of_Contempt_characters,Yurga
562,Time_of_Contempt_characters,Zelest
563,Time_of_Contempt_characters,Ethain
564,Time_of_Contempt_characters,Mathen
565,Time_of_Contempt_characters,Sha
566,Time_of_Contempt_characters,Saint_Elmo
567,Time_of_Contempt_characters,Aarhenius_Krantz
568,Time_of_Contempt_characters,Abonde
569,Time_of_Contempt_characters,Adam_Pangratt
570,Time_of_Contempt_characters,Adela_Marta
571,Time_of_Contempt_characters,Aen_Saevherne
572,Time_of_Contempt_characters,Aillil_Mawr_Dyffryn_aep_Ceallach
573,Time_of_Contempt_characters,Albert_Solpietra
574,Time_of_Contempt_characters,Alcides_Fierabras
575,Time_of_Contempt_characters,Alo%C3%AB_Hildebrandt
576,Time_of_Contempt_characters,Amadis_de_Trastamara
577,Time_of_Contempt_characters,Andy_Biberveldt
578,Time_of_Contempt_characters,Angoul%C3%AAme
579,Time_of_Contempt_characters,Angus_Bri_Cri
580,Time_of_Contempt_characters,Anna_Henrietta
581,Time_of_Contempt_characters,Anna_Tiller
582,Time_of_Contempt_characters,Anzelm_Aubry
583,Time_of_Contempt_characters,Ardal_aep_Dahy
584,Time_of_Contempt_characters,Aristoteles_Bobeck
585,Time_of_Contempt_characters,Artorius_Vigo
586,Time_of_Contempt_characters,Assire_var_Anahid
587,Time_of_Contempt_characters,Auberon_Muircetach
588,Time_of_Contempt_characters,Aubry_(second_born)
589,Time_of_Contempt_characters,Avallac%27h
590,Time_of_Contempt_characters,Barclay_Els
591,Time_of_Contempt_characters,Berengar_Leuvaarden
592,Time_of_Contempt_characters,Bernie_Hofmeier
